ABH Remseck a. N.,Remseck a,Stadt,Baden-Württemberg,N,26188,Dirk Schönberger,Parteilos,info@remseck.de,,,,,,,,07146/289-0,07146/289199,,"Fellbacher Str. 2, , 71686 Remseck am Neckar",,,48.8732708,9.2739123,48.8727053,9.2735947
STV Oberkirch,Oberkirch,Stadt,Baden-Württemberg,N,19847,Gregor Bühler,CDU/CSU,auslaenderamt@oberkirch.de,,,,,,,,07802/82-360,07802/82409,,"Eisenbahnstr. 1, , 77704 Oberkirch",,,48.5290591,8.078344,48.5308586,8.078657
BGM Eppingen,Eppingen,Stadt,Baden-Württemberg,N,22666,Klaus Holaschke,Parteilos,rathaus@eppingen.de,,,,,,,,07262/920-0,07262/9201170,,"Marktplatz 1, , 75031 Eppingen",,,49.1370824,8.9090078,49.1129518,7.3162243
STV Giengen,Giengen,Stadt,Baden-Württemberg,N,19967,Dieter Henle,Parteilos,auslaenderbehoerde@giengen.de,,,,,,,,07322/952-0,07322/9521101,http://www.giengen.de,"Marktstr. 11, , 89537 Giengen an der Brenz",,,48.6210042,10.2442675,48.6208515,10.2442196
STV Hockenheim,Hockenheim,Stadt,Baden-Württemberg,N,21623,Marcus Zeitler,CDU/CSU,auslaenderamt@hockenheim.de,,,,,,,,06205/21-0,06205/21-255,http://www.hockenheim.de,"Rathausstr. 1, , 68766 Hockenheim",,,49.3179077,8.5484405,49.3188892,8.5475467
STV Kehl,Kehl,Stadt,Baden-Württemberg,N,39584,Wolfram Britz,Parteilos,auslaenderbehoerde@stadt-kehl.de,,,,,,,,07851/88-3420,07851/883424,https://www.kehl.de/,"Rathausplatz 1, , 77694 Kehl",,,48.5719995,7.8133065,48.5728929,7.8109768
BGM Weil am Rhein,Weil am Rhein,Stadt,Baden-Württemberg,N,32236,Diana Stöcker,CDU/CSU,buergerbuero@weil-am-rhein.de,,,,,,,,07621/704-320,07621/704331,,"Rathausplatz 1, , 79576 Weil am Rhein",,,47.5935862,7.6119039,47.5932802,7.6116133
STV Crailsheim,Crailsheim,Stadt,Baden-Württemberg,N,35755,Christoph Grimmer,Parteilos,post@crailsheim.de,,,,,,,,07951/403-0,07951/403276,,"Marktplatz 2, , 74564 Crailsheim",,,49.1367864,10.0719711,49.1365626,10.0720195
STV Schramberg,Schramberg,Stadt,Baden-Württemberg,N,20610,Dorothee Eisenlohr,Parteilos,info@schramberg.de,,,,,,,,07422/29-0,07422/29209,,"Hauptstr. 25, , 78713 Schramberg",,,48.2256455,8.3850448,48.225478,8.3852168
BGM Ellwangen,Ellwangen,Stadt,Baden-Württemberg,N,25001,Michael Dambacher,CDU/CSU,info@ellwangen.de,,,,,,,,07961/84-258,07961/84330,,"Spitalstr. 4, , 73479 Ellwangen (Jagst)",,,48.9607156,10.1315053,48.9615975,10.131975
STV Rottenburg,Rottenburg,Stadt,Baden-Württemberg,N,45677,Stephan Neher,CDU/CSU,post@kreis-tuebingen.de,,,,,,,,07071/207-0,07071/2073199,,"Wilhelm-Keil-Str. 50, , 72072 Tübingen",,,48.5107282,9.0467115,48.47696,8.9336788
BGM Bretten,Bretten,Stadt,Baden-Württemberg,N,30274,Nico Morast,CDU/CSU,gv-auslaenderbehoerde@bretten.de,,,,,,,,07252/921-335,07252/921160,,"Untere Kirchgasse 9, , 75015 Bretten",,,49.0364272,8.7048981,47.7013731,7.0684157
BGM Radolfzell,Radolfzell,Stadt,Baden-Württemberg,N,31734,Simon Gröger,Parteilos,auslaenderamt@radolfzell.de,,,,,,,,07732/81-0,07732/81400,,"Marktplatz 2, , 78315 Radolfzell am Bodensee",,,47.737329,8.9691641,47.7361897,8.9689062
ABH Stadt Rheinfelden,Stadt Rheinfelden,Stadt,Baden-Württemberg,N,#N/A,#N/A,#N/A,info@rheinfelden-baden.de,,,,,,,,07623/95-0,07623/95220,http://www.rheinfelden.de,"Kirchplatz 2, , 79618 Rheinfelden (Baden)",,,47.5605312,7.7864361,47.5605924,7.7861959
STV Bad Mergentheim,Bad Mergentheim,Stadt,Baden-Württemberg,N,24023,Udo Glatthaar,CDU/CSU,auslaenderbehoerde@bad-mergentheim.de,,,,,,,,07931/57-3216,07931/573901,,"Bahnhofplatz 1, , 97980 Bad Mergentheim",,,49.4929756,9.7717784,49.4907909,9.77317
STV Wertheim,Wertheim,Stadt,Baden-Württemberg,N,22874,Markus Herrera Torrez,SPD,stadtverwaltung@wertheim.de,,,,,,,,09342/301-0,09342/301502,,"Mühlenstr. 26, , 97877 Wertheim",,,49.7579601,9.5177219,49.7599825,9.5166598
STV Leinfelden-Echterdingen,Leinfelden-Echterdingen,Stadt,Baden-Württemberg,N,41185,Otto Ruppaner,Parteilos,buerger-und-ordnungsamt@le-mail.de,,,,,,,,0711/1600-0,0711/1600358,,"Marktplatz 1, , 70771 Leinfelden-Echterdingen",,,48.6970675,9.1405709,48.6901796,9.1525725
STV Filderstadt,Filderstadt,Stadt,Baden-Württemberg,N,46243,Christoph Traub,CDU/CSU,AuE@Filderstadt.de,,,,,,,,0711/7003-3204,0711/7003-73204,http://www.filderstadt.de,"Filderbahnstr. 12, , 70794 Filderstadt",,,48.6766393,9.2185789,48.6664,9.2199647
STV Ostfildern,Ostfildern,Stadt,Baden-Württemberg,N,39778,Christof Bolay,SPD,auslaenderrecht@ostfildern.de,,,,,,,,0711/3404-131,0711/3404159,http://www.ostfildern.de,"Gerhard-Koch-Str. 1, , 73760 Ostfildern",,,48.7219396,9.2714808,48.7178603,9.2630693
STV Mosbach,Mosbach,Stadt,Baden-Württemberg,N,24459,Julian Stipp,SPD,info@mosbach.de,,,,,,,,06261/82-0,06261/82249,,"Hauptstr. 29, , 74821 Mosbach",,,49.3519661,9.1454973,49.3521085,9.1460205
BGM Gaggenau,Gaggenau,Stadt,Baden-Württemberg,N,29529,Michael Pfeiffer,Parteilos,auslaenderwesen@gaggenau.de,,,,,,,,07225/962-0,07225/962-377,,"Hauptstr. 71, , 76571 Gaggenau",,,48.8030741,8.3205404,48.8030291,8.3201799
STV Rottweil,Rottweil,Stadt,Baden-Württemberg,N,24985,Christian Ruf,CDU/CSU,stadt@rottweil.de,,,,,,,,0741/494-0,0741/494355,,"Hauptstr. 21/23, , 78628 Rottweil",,,48.1677296,8.6256489,48.1678244,8.626979
BGM Schorndorf,Schorndorf,Stadt,Baden-Württemberg,N,41647,Bernd Hornikel,Parteilos,marcus.epp@schorndorf.de,,,,,,,,07181/602-0,07181/602190,,"Urbanstr. 24, , 73614 Schorndorf",,,48.8043,9.5243212,48.8055169,9.5272665
BGM Bietigheim-Bissingen,Bietigheim-Bissingen,Stadt,Baden-Württemberg,N,43556,Jürgen Kessing,SPD,ordnung@bietigheim-bissingen.de,,,,,,,,07142/74-330,07142/74354,http://www.bietigheim-bissingen.de,"Löchgauer Str. 22, , 74321 Bietigheim-Bissingen",,,48.9614379,9.126187,48.9493243,9.1364229
STV Neckarsulm,Neckarsulm,Stadt,Baden-Württemberg,N,26431,Steffen Hertwig,SPD,info-stadt@neckarsulm.de,,,,,,,,07132/35-0,07132/35-364,http://www.neckarsulm.de,"Marktstr. 18, , 74172 Neckarsulm",,,49.1915694,9.2246798,49.1917156,9.2249261
STV Mühlacker,Mühlacker,Stadt,Baden-Württemberg,N,26787,Stephan Retter,Parteilos,stadt@muehlacker.de,,,,,,,,07041/8761-0,07041/876239,,"Kelterplatz 7, , 75417 Mühlacker",,,48.945999,8.8412366,48.9466697,8.8413323
STV Vaihingen,Vaihingen,Stadt,Baden-Württemberg,N,28798,Uwe Skrzypek,FW,auslaenderamt@vaihingen.de,,,,,,,,07042/18-0,07042/18331,http://www.vaihingen.de,"Marktplatz 4, , 71665 Vaihingen an der Enz",,,48.9324129,8.9563678,48.734373,9.0886784
STV Winnenden,Winnenden,Stadt,Baden-Württemberg,N,29876,Hartmut Holzwarth,CDU/CSU,rathaus@winnenden.de,,,,,,,,07195/13-0,07195/13-322,http://www.winnenden.de,"Torstr. 10, , 71364 Winnenden",,,48.8753456,9.3984985,48.8760958,9.3993124
STV Bühl,Bühl,Stadt,Baden-Württemberg,N,28608,Matthias Bauernfeind,CDU/CSU,auslaenderwesen@buehl.de,,,,,,,,07223/935 3145,,,"Hauptstr. 41, , 77815 Bühl",,,48.6952162,8.1354914,48.7253,7.0853
BGM Sinsheim,Sinsheim,Stadt,Baden-Württemberg,N,37036,Marco Siesing,CDU/CSU,ordnungsamt@sinsheim.de,,,,,,,,07261/404-0,07261/404-4530,,"Wilhelmstr. 14/16, , 74889 Sinsheim",,,49.253931,8.8796479,49.2531222,8.8769914
STV Wiesloch,Wiesloch,Stadt,Baden-Württemberg,N,27731,Dirk Elkemann,Parteilos,auslaenderamt@wiesloch.de,,,,,,,,06222/84-231,06222/84475,,"Marktstr. 13, , 69168 Wiesloch",,,49.2940289,8.6989455,49.2942599,8.698707
BGM Emmendingen,Emmendingen,Stadt,Baden-Württemberg,N,29502,Stefan Schlatterer,CDU/CSU,auslaenderamt@emmendingen.de,,,,,,,,07641/452-741,07641/452639,,"Landvogtei 10, , 79312 Emmendingen",,,48.1208675,7.8468955,48.1206565,7.850993
STV Wangen,Wangen,Stadt,Baden-Württemberg,N,28412,Michael Lang,Parteilos,auslaenderwesen@landkreis-goeppingen.de,,,,,,,,07161/202-1,07161/202558,http://www.landkreis-goeppingen.de,"Lorcher Str. 6, , 73033 Göppingen",,,48.7060231,9.6482477,48.6182515,7.4672164
STV Waldshut-Tiengen,Waldshut-Tiengen,Stadt,Baden-Württemberg,N,25019,Martin Gruner,Parteilos,agruoner@waldshut-tiengen.de,,,,,,,,07751/833-0,07751/833127,,"Wallstr. 26/28, , 79761 Waldshut-Tiengen",,,47.6231571,8.2132412,47.6281754,8.2408579
STV Ditzingen,Ditzingen,Stadt,Baden-Württemberg,N,22666,Michael Makurath,Parteilos,stadt@ditzingen.de,,,,,,,,07156/164-0,07156/164-101,,"Am Laien 1, , 71254 Ditzingen",,,48.8262376,9.0667697,48.8263983,9.0658446
STV Weinstadt,Weinstadt,Stadt,Baden-Württemberg,N,27074,Michael Scharmann,FW,auslaenderabteilung@weinstadt.de,,,,,,,,07151/693-208,,,"Marktplatz 1, , 71384 Weinstadt",,,48.8049371,9.3868576,48.8085568,9.3774813
BGM Horb a.N.,Horb a,Stadt,Baden-Württemberg,N,25651,Michael Keßler,CDU/CSU,auslaenderwesen@Lra-kc.bayern.de,,,,,,,,09261/678-0,09261/678211,http://www.landkreis-kronach.de,"Güterstr. 18, , 96317 Kronach",,,50.2428397,11.3216826,48.4447943,8.6914794
STV Nagold,Nagold,Stadt,Baden-Württemberg,N,23864,Jürgen Großmann,CDU/CSU,tanja.kalmbach@nagold.de,,,,,,,,07452/681-236,07452/6815112,,"Marktstr. 27/29, , 72202 Nagold",,,48.5515727,8.7226498,48.5512399,8.7234942
BGM Freudenstadt,Freudenstadt,Stadt,Baden-Württemberg,N,24464,Adrian Sonder,CDU/CSU,auslaenderbehoerde@freudenstadt.de,,,,,,,,07441/890-0,07441/890-99821,,"Wittlensweiler Str. 3, , 72250 Freudenstadt",,,48.4679385,8.4383845,48.4637727,8.4111727
STV Metzingen,Metzingen,Stadt,Baden-Württemberg,N,23178,Carmen Haberstroh,FW,stadt@metzingen.de,,,,,,,,07123/9250,07123/925210,,"Stuttgarter Str. 2/4, , 72555 Metzingen",,,48.5398946,9.2831052,49.1058818,6.9585188
Stadtverwaltung Waghäusel,Waghäusel,Stadt,Baden-Württemberg,N,22466,Thomas Deuschle,CDU/CSU,auslaenderrecht@waghaeusel.de,,,,,,,,07254/207-2112,07254/207-2128,,"Gymnasiumstr. 1, , 68753 Waghäusel",,,49.2476367,8.5198003,49.2485721,8.516277
Stadt Laupheim,Laupheim,Stadt,Baden-Württemberg,N,22839,Ingo Bergmann,SPD,auslaenderbehoerde@laupheim.de,,,,,,,,07392 704-191,07392 704-256,,"Marktplatz 1, , 88471 Laupheim",,,48.2303289,9.8833573,48.2300738,9.8837005
Regierung von Unterfranken,von Unterfranken,Stadt,Bayern,N,#N/A,#N/A,#N/A,auslaenderbehoerde@landkreis-badkissingen.de,,,,,,,,0971/801-0,0971/8013321,,"Obere Marktstr. 6, , 97688 Bad Kissingen",,,50.2009006,10.0774802,49.7891675,9.9338036
STV Ingolstadt,Ingolstadt,Stadt,Bayern,N,141185,Michael Kern,CDU/CSU,auslaenderamt@ingolstadt.de,,,,,,,,0841/305-0,0841/3051549,,"Rathausplatz 4, , 85049 Ingolstadt",,,48.7629962,11.4255271,48.7630165,11.4250395
LH München,München,Stadt,Bayern,N,1505005,Dominik Krause,Grüne,auslaenderbehoerde.kvr@muenchen.de,,,,,,,,089/233-96010,089/23321835,http://www.auslaenderbehoerde-muenchen.de,"Ruppertstr. 19, , 80337 München",,,48.1243793,11.5506993,48.1371079,11.5753822
STV Rosenheim,Rosenheim,Stadt,Bayern,N,65274,Abuzar Erdogan,SPD,auslaenderamt@rosenheim.de,,,,,,,,08031/365 01,08031/3652013,,"Königstr. 15, , 83022 Rosenheim",,,47.8537812,12.129933,47.8557873,12.1272983
LRA Altötting,Altötting,Stadt,Bayern,N,13138,#N/A,#N/A,ausl1@lra-aoe.de,,,,,,,,08671/5020,08671/502250,,"Bahnhofstr. 38, , 84503 Altötting",,,48.2227208,12.6752366,48.2268085,12.6757914
LRA Bad Tölz,Bad Tölz,Stadt,Bayern,N,19826,#N/A,#N/A,info@lra-toelz.de,,,,,,,,08041/505-0,08041/505374,,"Prof.-Max-Lange-Platz 1, , 83646 Bad Tölz",,,47.7587853,11.5813509,47.7610013,11.559607
LRA Dachau,Dachau,Stadt,Bayern,N,47138,Florian Hartmann,SPD,auslaenderamt@lra-dah.bayern.de,,,,,,,,08131/74-0,08131/74374,http://www.landratsamt-dachau.de,"Weiherweg 16, , 85221 Dachau",,,48.2607691,11.4273109,48.2595085,11.4346724
LRA Ebersberg,Ebersberg,Stadt,Bayern,N,12408,#N/A,#N/A,auslaenderamt@lra-ebe.de,,,,,,,,08092/823-0,08092/823222,,"Eichthalstr. 5, , 85560 Ebersberg",,,48.0759535,11.9699486,48.0782763,11.9694372
LRA Erding,Erding,Stadt,Bayern,N,37171,Maximilian Gotz,CDU/CSU,auslaenderamt@lra-ed.de,,,,,,,,08122/58-0,08122/581272,http://www.landkreis-erding.de,"Alois-Schießl-Platz 2, , 85435 Erding",,,48.3087919,11.9058978,48.3064441,11.9076579
LRA Freising,Freising,Stadt,Bayern,N,48928,Monika Schwind,Freisinger Mitte,auslaenderamt@kreis-fs.de,,,,,,,,08161/6000,08161/600699,,"Landshuter Str. 31, , 85356 Freising",,,48.4063869,11.7585325,48.4008273,11.7439565
LRA Fürstenfeldbruck,Fürstenfeldbruck,Stadt,Bayern,N,37420,Christian Götz,BBV,auslaenderamt@lra-ffb.de,,,,,,,,08141/519-0,08141/519450,,"Münchner Str. 32, , 82256 Fürstenfeldbruck",,,48.1761429,11.2605104,48.1794705,11.2547202
LRA Garmisch-Partenkirchen,Garmisch-Partenkirchen,Stadt,Bayern,N,#N/A,#N/A,#N/A,hubert.sedlmeyer@lra-gap.de,,,,,,,,08821/751-316,08821/751382,,"Olympiastr. 10, , 82467 Garmisch-Partenkirchen",,,47.4934353,11.0926496,47.4923741,11.0962815
LRA Landsberg,Landsberg,Stadt,Bayern,N,29257,Doris Baumgartl,UBV,auslaenderbehoerde@saalekreis.de,,,,,,,,03461/401278,03461/401203,,"Domplatz 9, , 06217 Merseburg",,,51.3591083,12.0013374,48.0497474,10.8768728
LRA Miesbach,Miesbach,Stadt,Bayern,N,11573,#N/A,#N/A,auslaenderrecht@lra-mb.bayern.de,,,,,,,,08025/704-0,08025/70472130,http://www.landkreis-miesbach.de,"Rosenheimer Str. 1/3, , 83714 Miesbach",,,47.7894863,11.8362899,47.790025,11.8335417
LRA Mühldorf a. Inn,Mühldorf,Stadt,Bayern,N,22503,#N/A,#N/A,annemarie.haslbeck@lra-mue.de,,,,,,,,08631/699-0,08631/699671,,"Töginger Str. 18, , 84453 Mühldorf a. Inn",,,48.2439737,12.5275844,48.2405007,12.5250991
LRA München,München,Stadt,Bayern,N,1505005,Dominik Krause,Grüne,auslaenderbehoerde.kvr@muenchen.de,,,,,,,,089/233-96010,089/23321835,http://www.auslaenderbehoerde-muenchen.de,"Ruppertstr. 19, , 80337 München",,,48.1243793,11.5506993
LRA Pfaffenhofen,Pfaffenhofen,Stadt,Bayern,N,26996,#N/A,#N/A,auslaenderamt@lra-dah.bayern.de,,,,,,,,08131/74-0,08131/74374,http://www.landratsamt-dachau.de,"Weiherweg 16, , 85221 Dachau",,,48.2607691,11.4273109,49.0641578,8.9753958
LRA Rosenheim,Rosenheim,Stadt,Bayern,N,65274,Abuzar Erdogan,SPD,auslaenderamt@rosenheim.de,,,,,,,,08031/365 01,08031/3652013,,"Königstr. 15, , 83022 Rosenheim",,,47.8537812,12.129933,47.8557873,12.1272983
LRA Starnberg,Starnberg,Stadt,Bayern,N,24471,#N/A,#N/A,auslaenderwesen@lra-starnberg.de,,,,,,,,08151/148-0,08151/14811330,,"Strandbadstr. 2, , 82319 Starnberg",,,47.9994843,11.3512911,47.9986851,11.3410791
LRA Traunstein,Traunstein,Stadt,Bayern,N,20877,Christian Hümmer,CDU/CSU,sg3.30@lra-ts.bayern.de,,,,,,,,0861/58-0,0861/589639,http://www.traunstein.com,"Papst-Benedikt-XVI.-Platz, , 83278 Traunstein",,,47.8682423,12.643935,47.8695272,12.6484621
LRA Weilheim-Schongau,Weilheim-Schongau,Stadt,Bayern,N,#N/A,#N/A,#N/A,auslaenderamt@lra-wm.de,,,,,,,,0881/681-1455,0881/681-2498,,"Pütrichstr. 8, , 82362 Weilheim i. OB",,,47.8399571,11.1451129,47.8059338,11.0315421
LRA Weilheim-Schongau 1,Weilheim-Schongau,Stadt,Bayern,N,#N/A,#N/A,#N/A,auslaenderamt@lra-wm.de,,,,,,,,0881/681-1455,0881/681-2498,,"Pütrichstr. 8, , 82362 Weilheim i. OB",,,47.8399571,11.1451129,47.8059338,11.0315421
STV Landshut,Landshut,Stadt,Bayern,N,71863,Thomas Haslinger,CDU/CSU,auslaenderbehoerde@landshut.de,,,,,,,,0871/88-1316,0871/881668,,"Luitpoldstr. 29, , 84034 Landshut",,,48.5396412,12.1415306,48.536217,12.1516551
STV Passau,Passau,Stadt,Bayern,N,53039,Andreas Rother,SPD,auslaenderamt@passau.de,,,,,,,,0851/396-0,0851/934180,https://www.passau.de,"Dr.-Ernst-Derra-Str. 2, , 94036 Passau",,,48.5565752,13.4121449,48.5748229,13.4609744
STV Straubing,Straubing,Stadt,Bayern,N,49002,Markus Pannermayr,CDU/CSU,auslaenderamt@straubing.de,,,,,,,,09421/944-0,09421/944-109,http://www.straubing.de,"Theresienplatz 2, , 94315 Straubing",,,48.8822731,12.5692737,48.8839157,12.5955773
LRA Deggendorf,Deggendorf,Stadt,Bayern,N,35044,Christian Moser,CDU/CSU,auslaenderwesen@lra-deg.bayern.de,,,,,,,,0991/3100-0,0991/3100146,,"Herrenstr. 18, , 94469 Deggendorf",,,48.8390813,12.9543235,48.7814115,13.0006423
LRA Kelheim,Kelheim,Stadt,Bayern,N,17066,#N/A,#N/A,poststelle@landkreis-kelheim.de,,,,,,,,09441/207-0,09441/207400,http://www.landkreis-kelheim.de,"Hemauer Str. 48, , 93309 Kelheim",,,48.923986,11.8838798,48.91849,11.8722777
ZAB Mittelfranken,Mittelfranken,Stadt,Bayern,N,#N/A,#N/A,#N/A,abh.aufenthalt@stadt.nuernberg.de,,,,,,,,0911/231-0,0911/2313283,,"Äußere Laufer Gasse 25, , 90403 Nürnberg",,,49.456786,11.0851481,49.3232741,10.6902273
ZAB Oberfranken,Oberfranken,Stadt,Bayern,N,#N/A,#N/A,#N/A,abh@lra-ba.bayern.de,,,,,,,,0951/85-0,0951/85125,,"Ludwigstr. 23, , 96052 Bamberg",,,49.8986179,10.89998,50.0551526,11.5455373
ZAB Oberfranken 2,Oberfranken,Stadt,Bayern,N,#N/A,#N/A,#N/A,abh@lra-ba.bayern.de,,,,,,,,0951/85-0,0951/85125,,"Ludwigstr. 23, , 96052 Bamberg",,,49.8986179,10.89998,50.0551526,11.5455373
Reg. v. Mfr. Zentr. Stelle f. d. Einwanderung von Fachkräften,v. Mfr. Zentr. Stelle f. d. Einwanderung von Fachkräften,Stadt,Bayern,N,#N/A,#N/A,#N/A,auslaenderbehoerde@emsland.de,,,,,,,,05931/44-0,05931/443767,http://www.emsland.de,"""Ordeniederung 1",,,52.6947306,7.3056688,,
ABH FA Regierung von Mittelfranken,FA Regierung von Mittelfranken,Stadt,Bayern,N,#N/A,#N/A,#N/A,abh.aufenthalt@stadt.nuernberg.de,,,,,,,,0911/231-0,0911/2313283,,"Äußere Laufer Gasse 25, , 90403 Nürnberg",,,49.456786,11.0851481,49.3024369,10.5760211
ZAB Oberbayern München,Oberbayern München,Stadt,Bayern,N,#N/A,#N/A,#N/A,service@bamf.bund.de,,,,,,,,+49 911 943 81400,+49 911 943 99 99846,,"Streitfeldstraße  39, , 81673 München",,,48.1309126,11.6231222,48.1386434,11.585785
ZAB Oberbayern AS: Ingolstadt,Oberbayern AS: Ingolstadt,Stadt,Bayern,N,#N/A,#N/A,#N/A,,,,,,,,,,,,,,
LRA Landshut,Landshut,Stadt,Bayern,N,71863,Thomas Haslinger,CDU/CSU,auslaenderbehoerde@landshut.de,,,,,,,,0871/88-1316,0871/881668,,"Luitpoldstr. 29, , 84034 Landshut",,,48.5396412,12.1415306,48.536217,12.1516551
ZAB Niederbayern,Niederbayern,Stadt,Bayern,N,#N/A,#N/A,#N/A,auslaenderamt@landkreis-frg.de,,,,,,,,08551/57-0,08551/57-255,http://www.freyung-grafenau.de,"Wolfkerstr. 2, , 94078 Freyung",,,48.8127959,13.5450508,48.6901497,12.7476859
LRA Passau,Passau,Stadt,Bayern,N,53039,Andreas Rother,SPD,auslaenderamt@passau.de,,,,,,,,0851/396-0,0851/934180,https://www.passau.de,"Dr.-Ernst-Derra-Str. 2, , 94036 Passau",,,48.5565752,13.4121449,48.5748229,13.4609744
LRA Regen,Regen,Stadt,Bayern,N,151389,Thomas Burger,SPD,ausland@lra.landkreis-regen.de,,,,,,,,09921/601-0,09921/601100,http://www.landkreis-regen.de,"Poschetsrieder Str. 16, , 94209 Regen",,,48.9667306,13.1407492,49.1844212,12.4251773
STV Amberg,Amberg,Stadt,Bayern,N,42553,Michael Fritz,FW,ausland@lra.unterallgaeu.de,,,,,,,,08261/995-0,08261/995333,,"Bad Wörishofer Str. 33, , 87719 Mindelheim",,,48.0419126,10.4936905,49.4543662,11.8474021
Stadt Regensburg,Regensburg,Stadt,Bayern,N,151389,Thomas Burger,SPD,auslaenderangelegenheiten@regensburg.de,,,,,,,,0941/507-2777,0941/507-2779,,"Maximilianstr. 26, , 93047 Regensburg",,,49.0153871,12.1000803,49.0195333,12.0974869
STV Weiden,Weiden,Stadt,Bayern,N,42444,Benjamin Zeitler,CDU/CSU,r.simon@landkreis-birkenfeld.de,,,,,,,,06782/15-0,06782/15490,http://www.kskBirkenfeld.de,"Schloßallee 11, , 55765 Birkenfeld",,,49.6492251,7.163755,49.8068258,7.3007004
LRA Amberg-Sulzbach,Amberg-Sulzbach,Stadt,Bayern,N,#N/A,#N/A,#N/A,r.simon@landkreis-birkenfeld.de,,,,,,,,06782/15-0,06782/15490,http://www.kskBirkenfeld.de,"Schloßallee 11, , 55765 Birkenfeld",,,49.6492251,7.163755,49.4801852,11.7836407
LRA Cham,Cham,Stadt,Bayern,N,17433,#N/A,#N/A,auslaenderamt@lra.landkreis-cham.de,,,,,,,,09971/78-0,09971/78442,http://www.landkreis-cham.de,"Rachelstr. 6, , 93413 Cham",,,49.2253342,12.6716979,49.2178194,12.6663832
LRA Neumarkt i.d. OPf.,Neumarkt in der Oberpfalz,Stadt,Bayern,N,#N/A,Markus Ochsenkühn,CDU/CSU,kraus.lothar@landkreis.neumarkt.de,,,,,,,,09181/470-0,09181/470333,,"Nürnberger Str. 1, , 92318 Neumarkt i.d.OPf.",,,49.2862589,11.4523605,49.2800542,11.4585353
LRA Neustadt/Waldnaab,Neustadt an der Waldnaab,Stadt,Bayern,N,#N/A,#N/A,#N/A,auslaenderamt@neustadt.de,,,,,,,,09602/79-0,09602/793255,http://www.neustadt.de,"Stadtplatz 36, , 92660 Neustadt a.d.Waldnaab",,,49.7307442,12.1727524,49.7309902,12.1724954
LRA Regensburg,Regensburg,Stadt,Bayern,N,151389,Thomas Burger,SPD,auslaenderangelegenheiten@regensburg.de,,,,,,,,0941/507-2777,0941/507-2779,,"Maximilianstr. 26, , 93047 Regensburg",,,49.0153871,12.1000803,49.0195333,12.0974869
LRA Tirschenreuth,Tirschenreuth,Stadt,Bayern,N,8516,#N/A,#N/A,latirsch@tirnet.de,,,,,,,,09631/88-0,09631/88459,http://www.kreis-tir.de,"Mähringer Str. 7, , 95643 Tirschenreuth",,,49.8809921,12.342298,49.8888611,12.32937
STV Bamberg,Bamberg,Stadt,Bayern,N,77150,Sebastian Martins Niedermaier,SPD,auslaenderamt@stadt.bamberg.de,,,,,,,,0951/87-1283,0951/871979,,"Maximiliansplatz 3, , 96047 Bamberg",,,49.8948374,10.8895044,49.8916044,10.8868478
STV Bayreuth,Bayreuth,Stadt,Bayern,N,72940,Andreas Zippel,SPD,auslaenderamt@stadt.bayreuth.de,,,,,,,,0921/25-0,0921/251513,,"Luitpoldplatz 13, , 95444 Bayreuth",,,49.9465551,11.5760033,49.9446345,11.5743543
STV Coburg,Coburg,Stadt,Bayern,N,41064,Dominik Sauerteig,SPD,einwohneramt@coburg.de,,,,,,,,09561/890,09561/891369,,"Rosengasse 1, , 96450 Coburg",,,50.2575929,10.9638172,50.2582226,10.964561
STV Hof,Hof,Stadt,Bayern,N,46778,Stefan Schmalfuß,CDU/CSU,auslaenderbehoerde@stadt-hof.de,,,,,,,,09281/815-1470,09281/8151499,,"Karolinenstr. 40, , 95028 Hof",,,50.3202809,11.9167322,50.3187507,11.9162992
LRA Bamberg,Bamberg,Stadt,Bayern,N,77150,Sebastian Martins Niedermaier,SPD,auslaenderamt@stadt.bamberg.de,,,,,,,,0951/87-1283,0951/871979,,"Maximiliansplatz 3, , 96047 Bamberg",,,49.8948374,10.8895044,49.8916044,10.8868478
LRA Bayreuth,Bayreuth,Stadt,Bayern,N,72940,Andreas Zippel,SPD,auslaenderamt@stadt.bayreuth.de,,,,,,,,0921/25-0,0921/251513,,"Luitpoldplatz 13, , 95444 Bayreuth",,,49.9465551,11.5760033,49.9446345,11.5743543
LRA Coburg,Coburg,Stadt,Bayern,N,41064,Dominik Sauerteig,SPD,einwohneramt@coburg.de,,,,,,,,09561/890,09561/891369,,"Rosengasse 1, , 96450 Coburg",,,50.2575929,10.9638172,50.2582226,10.964561
LRA Forchheim,Forchheim,Stadt,Bayern,N,33017,Martina Hebendanz,CDU/CSU,auslaenderamt@landkreis-emmendingen.de,,,,,,,,07641/451-8120,07641/4518199,,"Adolf-Sexauer-Str. 1, , 79312 Emmendingen",,,48.1240679,7.854121,49.7122951,11.0664285
LRA Hof,Hof,Stadt,Bayern,N,46778,Stefan Schmalfuß,CDU/CSU,auslaenderbehoerde@stadt-hof.de,,,,,,,,09281/815-1470,09281/8151499,,"Karolinenstr. 40, , 95028 Hof",,,50.3202809,11.9167322,50.3187507,11.9162992
LRA Kronach,Kronach,Stadt,Bayern,N,16616,#N/A,#N/A,auslaenderwesen@Lra-kc.bayern.de,,,,,,,,09261/678-0,09261/678211,http://www.landkreis-kronach.de,"Güterstr. 18, , 96317 Kronach",,,50.2428397,11.3216826,50.2484128,11.3132063
